iata_code,name,type,municipality,iso_country,latitude_deg,longitude_deg,route_count,inbound_route_count,type_score,major_score
PKB,Mid Ohio Valley Regional Airport,medium_airport,Parkersburg (Williamstown),US,39.3451,-81.439201,1,1,1.0,1.4753009238125339
PLN,Pellston Regional Airport of Emmet County Airport,medium_airport,Pellston,US,45.57089996,-84.79669952,1,1,1.0,1.4753009238125339
PQI,Presque Isle International Airport,medium_airport,Presque Isle,US,46.688999,-68.0448,1,1,1.0,1.4753009238125339
PRC,Prescott Regional Airport - Ernest A. Love Field,medium_airport,Prescott,US,34.653502,-112.419883,1,1,1.0,1.4753009238125339
PSM,Portsmouth International Airport at Pease,medium_airport,Portsmouth,US,43.0779,-70.823303,1,1,1.0,1.4753009238125339
PUB,Pueblo Memorial Airport,medium_airport,Pueblo,US,38.289101,-104.497002,1,1,1.0,1.4753009238125339
RDD,Redding Municipal Airport,medium_airport,Redding,US,40.50899887,-122.2929993,1,1,1.0,1.4753009238125339
RIW,Central Wyoming Regional Airport,medium_airport,Riverton,US,43.064201,-108.459999,1,1,1.0,1.4753009238125339
RKD,Knox County Regional Airport,medium_airport,Rockland,US,44.060101,-69.099197,1,1,1.0,1.4753009238125339
ROW,Roswell Air Center Airport,medium_airport,Roswell,US,33.301601,-104.530998,1,1,1.0,1.4753009238125339
RUT,Rutland - Southern Vermont Regional Airport,medium_airport,Rutland,US,43.5294,-72.9496,1,1,1.0,1.4753009238125339
SCK,Stockton Metropolitan Airport,medium_airport,Stockton,US,37.893279,-121.238079,1,1,1.0,1.4753009238125339
SDY,Sidney - Richland Regional Airport,medium_airport,Sidney,US,47.705141,-104.194422,1,1,1.0,1.4753009238125339
UST,Northeast Florida Regional Airport,medium_airport,St Augustine,US,29.9592,-81.339798,1,1,1.0,1.4753009238125339
SHR,Sheridan County Airport,medium_airport,Sheridan,US,44.76919937133789,-106.9800033569336,1,1,1.0,1.4753009238125339
SJT,San Angelo Regional Mathis Field,medium_airport,San Angelo,US,31.35770034790039,-100.49600219726562,1,1,1.0,1.4753009238125339
SLK,Adirondack Regional Airport,medium_airport,Saranac Lake,US,44.38691,-74.204629,1,1,1.0,1.4753009238125339
SLN,Salina Municipal Airport,medium_airport,Salina,US,38.79100036621094,-97.6521987915039,1,1,1.0,1.4753009238125339
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,medium_airport,Wichita Falls,US,33.9888,-98.491898,1,1,1.0,1.4753009238125339
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,medium_airport,Sioux City,US,42.397605,-96.382237,1,1,1.0,1.4753009238125339
SVC,Grant County Airport,medium_airport,Silver City,US,32.636701,-108.154736,1,1,1.0,1.4753009238125339
TBN,Waynesville-St. Robert Regional Airport-Forney Field,medium_airport,Fort Leonard Wood,US,37.7416,-92.140701,1,1,1.0,1.4753009238125339
TEB,Teterboro Airport,medium_airport,Teterboro,US,40.850101,-74.060799,1,1,1.0,1.4753009238125339
TVF,Thief River Falls Regional Airport,medium_airport,Thief River Falls,US,48.065701,-96.184998,1,1,1.0,1.4753009238125339
TWF,Joslin Field Magic Valley Regional Airport,medium_airport,Twin Falls,US,42.4818,-114.487999,1,1,1.0,1.4753009238125339
TXK,Texarkana Regional Airport (Webb Field),medium_airport,Texarkana,US,33.453701,-93.990997,1,1,1.0,1.4753009238125339
UIN,Quincy Regional Airport Baldwin Field,medium_airport,Quincy,US,39.942699,-91.194603,1,1,1.0,1.4753009238125339
VCT,Victoria Regional Airport,medium_airport,Victoria,US,28.85260009765625,-96.9185028076172,1,1,1.0,1.4753009238125339
VEL,Vernal Regional Airport,medium_airport,Vernal,US,40.436214,-109.511661,1,1,1.0,1.4753009238125339
VIS,Visalia Municipal Airport,medium_airport,Visalia,US,36.318699,-119.392998,1,1,1.0,1.4753009238125339
VLD,Valdosta Regional Airport,medium_airport,Valdosta,US,30.78249931335449,-83.27670288085938,1,1,1.0,1.4753009238125339
WRL,Worland Municipal Airport,medium_airport,Worland,US,43.965698,-107.950996,1,1,1.0,1.4753009238125339
YKM,Yakima Air Terminal McAllister Field,medium_airport,Yakima,US,46.56819916,-120.5439987,1,1,1.0,1.4753009238125339
ADK,Adak Airport,medium_airport,Adak,US,51.883564,-176.642783,1,1,1.0,1.4753009238125339
ENA,Kenai Municipal Airport,medium_airport,Kenai,US,60.570946,-151.245174,1,1,1.0,1.4753009238125339
HOM,Homer Airport,medium_airport,Homer,US,59.644456,-151.479235,1,1,1.0,1.4753009238125339
EGX,Egegik Airport,medium_airport,Egegik,US,58.184386,-157.374873,1,1,1.0,1.4753009238125339
ILI,Iliamna Airport,medium_airport,Iliamna,US,59.754398,-154.910996,1,1,1.0,1.4753009238125339
LUR,Cape Lisburne LRRS Airport,medium_airport,Cape Lisburne,US,68.875099,-166.110001,1,1,1.0,1.4753009238125339
MYU,Mekoryuk Airport,medium_airport,Mekoryuk,US,60.372338,-166.269751,1,1,1.0,1.4753009238125339
PTH,Port Heiden Airport,medium_airport,Port Heiden,US,56.957893,-158.630219,1,1,1.0,1.4753009238125339
PTU,Platinum Airport,medium_airport,Platinum,US,59.017675,-161.827927,1,1,1.0,1.4753009238125339
ARC,Arctic Village Airport,medium_airport,Arctic Village,US,68.1147,-145.578995,1,1,1.0,1.4753009238125339
SDP,Sand Point Airport,medium_airport,Sand Point,US,55.313908,-160.522099,1,1,1.0,1.4753009238125339
TLJ,Tatalina LRRS Airport,medium_airport,Takotna,US,62.8944015503,-155.977005005,1,1,1.0,1.4753009238125339
VDZ,Valdez Pioneer Field,medium_airport,Valdez,US,61.132712,-146.246567,1,1,1.0,1.4753009238125339
HNM,Hana Airport,medium_airport,Hana,US,20.795601,-156.014008,1,1,1.0,1.4753009238125339
MUE,Waimea Kohala Airport,medium_airport,Waimea (Kamuela),US,20.001301,-155.667999,1,1,1.0,1.4753009238125339
SPI,Abraham Lincoln Capital Airport,medium_airport,Springfield,US,39.844101,-89.677902,0,4,1.0,1.4598394035526001
MVY,Martha's Vineyard Airport,small_airport,Martha's Vineyard,US,41.3931007385,-70.6143035889,4,4,0.25,1.3536145685262402
KSM,St Mary's Airport,small_airport,St Mary's,US,62.060501,-163.302002,4,4,0.25,1.3536145685262402
BTT,Bettles Airport,small_airport,Bettles,US,66.913902,-151.529007,4,3,0.25,1.2898592681507517
KKA,Koyuk Alfred Adams Airport,small_airport,Koyuk,US,64.939499,-161.154007,4,3,0.25,1.2898592681507517
WBB,Stebbins Airport,small_airport,Stebbins,US,63.515999,-162.278,4,3,0.25,1.2898592681507517
WAA,Wales Airport,small_airport,Wales,US,65.622593,-168.095,3,4,0.25,1.2643571480005562
TAL,Ralph M Calhoun Memorial Airport,small_airport,Tanana,US,65.1744,-152.108994,3,4,0.25,1.2643571480005562
GLV,Golovin Airport,small_airport,Golovin,US,64.550499,-163.007004,3,3,0.25,1.2006018476250677
KLG,Kalskag Airport,small_airport,Kalskag,US,61.53630065917969,-160.34100341796875,3,3,0.25,1.2006018476250677
PHO,Point Hope Airport,small_airport,Point Hope,US,68.348801,-166.798996,3,3,0.25,1.2006018476250677
KWN,Quinhagak Airport,small_airport,Quinhagak,US,59.7551,-161.845,3,3,0.25,1.2006018476250677
RSH,Russian Mission Airport,small_airport,Russian Mission,US,61.775071,-161.319466,3,3,0.25,1.2006018476250677
ELI,Elim Airport,small_airport,Elim,US,64.6147,-162.272003,3,3,0.25,1.2006018476250677
KOT,Kotlik Airport,small_airport,Kotlik,US,63.030602,-163.533005,3,3,0.25,1.2006018476250677
KTS,Brevig Mission Airport,small_airport,Brevig Mission,US,65.331826,-166.467848,3,3,0.25,1.2006018476250677
SKK,Shaktoolik Airport,small_airport,Shaktoolik,US,64.371101,-161.223999,3,3,0.25,1.2006018476250677
KWK,Kwigillingok Airport,small_airport,Kwigillingok,US,59.876499,-163.169005,3,2,0.25,1.1184069697817018
KAL,Kaltag Airport,small_airport,Kaltag,US,64.31864,-158.74197,3,2,0.25,1.1184069697817018
NUL,Nulato Airport,small_airport,Nulato,US,64.729301,-158.074005,3,2,0.25,1.1184069697817018
AET,Allakaket Airport,small_airport,Allakaket,US,66.551804,-152.621994,3,2,0.25,1.1184069697817018
KKH,Kongiganak Airport,small_airport,Kongiganak,US,59.9608,-162.880997,2,3,0.25,1.0855290186443556
KPN,Kipnuk Airport,small_airport,Kipnuk,US,59.931796,-164.028196,2,3,0.25,1.0855290186443556
PQS,Pilot Station Airport,small_airport,Pilot Station,US,61.96169,-162.941944,2,3,0.25,1.0855290186443556
CGA,Craig Seaplane Base,seaplane_base,Craig,US,55.478802,-133.147995,3,4,0.0,1.0143571480005562
ATT,Atmautluak Airport,small_airport,Atmautluak,US,60.866699,-162.272996,2,2,0.25,1.0033341408009897
KGX,Grayling Airport,small_airport,Grayling,US,62.895187,-160.066289,2,2,0.25,1.0033341408009897
BKC,Buckland Airport,small_airport,Buckland,US,65.981598,-161.149002,2,2,0.25,1.0033341408009897
CIK,Chalkyitsik Airport,small_airport,Chalkyitsik,US,66.644997,-143.740005,2,2,0.25,1.0033341408009897
CYF,Chefornak Airport,small_airport,Chefornak,US,60.136667,-164.279167,2,2,0.25,1.0033341408009897
EEK,Eek Airport,small_airport,Eek,US,60.213173,-162.044048,2,2,0.25,1.0033341408009897
SGY,Skagway Airport,small_airport,Skagway,US,59.460343,-135.316651,2,2,0.25,1.0033341408009897
HPB,Hooper Bay Airport,small_airport,Hooper Bay,US,61.523899,-166.147003,2,2,0.25,1.0033341408009897
HUS,Hughes Airport,small_airport,Hughes,US,66.04109955,-154.2630005,2,2,0.25,1.0033341408009897
SHX,Shageluk Airport,small_airport,Shageluk,US,62.692144,-159.569035,2,2,0.25,1.0033341408009897
SMK,St Michael Airport,small_airport,St Michael,US,63.49010086,-162.1100006,2,2,0.25,1.0033341408009897
MOU,Mountain Village Airport,small_airport,Mountain Village,US,62.095401763916016,-163.6820068359375,2,2,0.25,1.0033341408009897
HNH,Hoonah Airport,small_airport,Hoonah,US,58.0961,-135.410111,2,2,0.25,1.0033341408009897
OOK,Toksook Bay Airport,small_airport,Toksook Bay,US,60.541401,-165.087006,2,2,0.25,1.0033341408009897
SHH,Shishmaref Airport,small_airport,Shishmaref,US,66.249604,-166.089112,2,2,0.25,1.0033341408009897
SLQ,Sleetmute Airport,small_airport,Sleetmute,US,61.7005,-157.166,2,2,0.25,1.0033341408009897
TLA,Teller Airport,small_airport,Teller,US,65.240402,-166.339005,2,2,0.25,1.0033341408009897
AUK,Alakanuk Airport,small_airport,Alakanuk,US,62.682653,-164.722481,2,2,0.25,1.0033341408009897
VAK,Chevak Airport,small_airport,Chevak,US,61.5409,-165.6005,2,2,0.25,1.0033341408009897
VEE,Venetie Airport,small_airport,Venetie,US,67.008698,-146.365997,2,2,0.25,1.0033341408009897
KVL,Kivalina Airport,small_airport,Kivalina,US,67.734565,-164.559917,2,2,0.25,1.0033341408009897
WBQ,Beaver Airport,small_airport,Beaver,US,66.362198,-147.406998,2,2,0.25,1.0033341408009897
WMO,White Mountain Airport,small_airport,White Mountain,US,64.689201,-163.412994,2,2,0.25,1.0033341408009897
AKI,Akiak Airport,small_airport,Akiak,US,60.902646,-161.23106,2,2,0.25,1.0033341408009897
KYU,Koyukuk Airport,small_airport,Koyukuk,US,64.876099,-157.727005,2,2,0.25,1.0033341408009897
KWT,Kwethluk Airport,small_airport,Kwethluk,US,60.790298,-161.444,2,2,0.25,1.0033341408009897
ORV,Robert (Bob) Curtis Memorial Airport,small_airport,Noorvik,US,66.817902,-161.018997,2,2,0.25,1.0033341408009897
SVS,Stevens Village Airport,small_airport,Stevens Village,US,66.016727,-149.056835,2,2,0.25,1.0033341408009897
SXP,Nunam Iqua Airport,small_airport,Nunam Iqua,US,62.520599,-164.848006,2,2,0.25,1.0033341408009897
TLT,Tuluksak Airport,small_airport,Tuluksak,US,61.086973,-160.922842,2,2,0.25,1.0033341408009897
RCE,Roche Harbor Airport,small_airport,Roche Harbor,US,48.612301,-123.139,2,2,0.25,1.0033341408009897
KKI,Akiachak Airport,small_airport,Akiachak,US,60.913809,-161.493329,2,2,0.25,1.0033341408009897
OCA,Ocean Reef Club Airport,medium_airport,Key Largo,US,25.325399,-80.274803,0,0,1.0,1.0
WKK,Aleknagik / New Airport,medium_airport,Aleknagik,US,59.2826004028,-158.617996216,0,0,1.0,1.0
MFH,Mesquite Airport,medium_airport,Mesquite,US,36.833105,-114.055928,0,0,1.0,1.0
ADT,Ada Regional Airport,medium_airport,Ada,US,34.805214,-96.671988,0,0,1.0,1.0
ADW,Joint Base Andrews,medium_airport,Camp Springs,US,38.810799,-76.866997,0,0,1.0,1.0
AFW,Perot Field/Fort Worth Alliance Airport,medium_airport,Fort Worth,US,32.99044,-97.31947,0,0,1.0,1.0
AGC,Allegheny County Airport,medium_airport,Pittsburgh,US,40.354401,-79.930199,0,0,1.0,1.0
AKC,Akron Fulton International Airport,medium_airport,Akron,US,41.037355,-81.46784,0,0,1.0,1.0
ALI,Alice International Airport,medium_airport,Alice,US,27.7409,-98.026901,0,0,1.0,1.0
ALM,Alamogordo White Sands Regional Airport,medium_airport,Alamogordo,US,32.837818,-105.993149,0,0,1.0,1.0
ALN,St Louis Regional Airport,medium_airport,Alton/St Louis,US,38.89030075069999,-90.0459976196,0,0,1.0,1.0
ANB,Anniston Regional Airport,medium_airport,Anniston,US,33.5882,-85.8581,0,0,1.0,1.0
AND,Anderson Regional Airport,medium_airport,Anderson,US,34.4945983887,-82.70939636230001,0,0,1.0,1.0
APA,Centennial Airport,medium_airport,Denver,US,39.57009888,-104.848999,0,0,1.0,1.0
APG,Phillips Army Air Field,medium_airport,Aberdeen,US,39.466202,-76.1688,0,0,1.0,1.0
ARA,Acadiana Regional Airport,medium_airport,New Iberia,US,30.0378,-91.883904,0,0,1.0,1.0
AST,Astoria Regional Airport,medium_airport,Astoria,US,46.158000946,-123.878997803,0,0,1.0,1.0
AUW,Wausau Downtown Airport,medium_airport,Wausau,US,44.9262008667,-89.6266021729,0,0,1.0,1.0
AXN,Chandler Field,medium_airport,Alexandria,US,45.866299,-95.394699,0,0,1.0,1.0
BAB,Beale Air Force Base,medium_airport,Beale Air Force Base,US,39.136101,-121.436996,0,0,1.0,1.0
BAD,Barksdale Air Force Base,medium_airport,Bossier City,US,32.501801,-93.662697,0,0,1.0,1.0
BAF,Westfield-Barnes Regional Airport,medium_airport,Westfield,US,42.157799,-72.715599,0,0,1.0,1.0
CLU,Columbus Municipal Airport,medium_airport,Columbus,US,39.262386,-85.895576,0,0,1.0,1.0
BBD,Curtis Field,medium_airport,Brady,US,31.178931,-99.324732,0,0,1.0,1.0
BCE,Bryce Canyon Airport,medium_airport,Bryce Canyon,US,37.706401825,-112.144996643,0,0,1.0,1.0
BCT,Boca Raton Airport,medium_airport,Boca Raton,US,26.3785,-80.107697,0,0,1.0,1.0
BDE,Baudette International Airport,medium_airport,Baudette,US,48.7284011841,-94.612197876,0,0,1.0,1.0
BDR,Igor I Sikorsky Memorial Airport,medium_airport,Bridgeport,US,41.163502,-73.126198,0,0,1.0,1.0
BED,Laurence G Hanscom Field,medium_airport,Bedford,US,42.470001,-71.289001,0,0,1.0,1.0
BFM,Mobile Downtown Airport,medium_airport,Mobile,US,30.626800537100003,-88.06809997559999,0,0,1.0,1.0
BIF,Biggs Army Air Field (Fort Bliss),medium_airport,Fort Bliss/El Paso,US,31.84950066,-106.3799973,0,0,1.0,1.0
BIH,Eastern Sierra Regional Airport,medium_airport,Bishop,US,37.3731,-118.363998,0,0,1.0,1.0
BIX,Keesler Air Force Base,medium_airport,Biloxi,US,30.4104003906,-88.92440032959999,0,0,1.0,1.0
BJC,Rocky Mountain Metropolitan Airport,medium_airport,Denver,US,39.908798,-105.116997,0,0,1.0,1.0
BKE,Baker City Municipal Airport,medium_airport,Baker City,US,44.8372993469,-117.808998108,0,0,1.0,1.0
BFK,Buckley Space Force Base,medium_airport,Aurora,US,39.701698,-104.751999,0,0,1.0,1.0
BKL,Burke Lakefront Airport,medium_airport,Cleveland,US,41.51750183105469,-81.68329620361328,0,0,1.0,1.0
BLF,Mercer County Airport,medium_airport,Bluefield,US,37.295799,-81.207703,0,0,1.0,1.0
BLH,Blythe Airport,medium_airport,Blythe,US,33.6192016602,-114.717002869,0,0,1.0,1.0
BMG,Monroe County Airport,medium_airport,Bloomington,US,39.14599990844727,-86.61669921875,0,0,1.0,1.0
BNO,Burns Municipal Airport,medium_airport,Burns,US,43.590463,-118.955154,0,0,1.0,1.0
BPI,Miley Memorial Field,medium_airport,Big Piney,US,42.58509827,-110.1110001,0,0,1.0,1.0
WMH,Ozark Regional Airport,medium_airport,Mountain Home,US,36.3689002991,-92.4704971313,0,0,1.0,1.0
BTL,Battle Creek Executive Airport at Kellogg Field,medium_airport,Battle Creek,US,42.307301,-85.251503,0,0,1.0,1.0
BFP,Beaver County Airport,medium_airport,Beaver Falls,US,40.772499,-80.391403,0,0,1.0,1.0
BVY,Beverly Regional Airport,medium_airport,Beverly / Danvers,US,42.584202,-70.916496,0,0,1.0,1.0
BWG,Bowling Green Warren County Regional Airport,medium_airport,Bowling Green,US,36.9645004272,-86.41970062259999,0,0,1.0,1.0
NHZ,Brunswick Executive Airport,medium_airport,Brunswick,US,43.89220047,-69.93859863,0,0,1.0,1.0
BYH,Arkansas International Airport,medium_airport,Blytheville,US,35.9642982483,-89.94400024410001,0,0,1.0,1.0
BYI,Burley Municipal Airport,medium_airport,Burley,US,42.5425987244,-113.772003174,0,0,1.0,1.0
BYS,Bicycle Lake Army Air Field,medium_airport,Fort Irwin/Barstow,US,35.2804985046,-116.629997253,0,0,1.0,1.0
CAR,Caribou Municipal Airport,medium_airport,Caribou,US,46.871498,-68.017899,0,0,1.0,1.0
CBM,Columbus Air Force Base,medium_airport,Columbus,US,33.643799,-88.443802,0,0,1.0,1.0
CCR,Buchanan Field,medium_airport,Concord,US,37.9897,-122.056999,0,0,1.0,1.0
CCY,Northeast Iowa Regional Airport,medium_airport,Charles City,US,43.0726013184,-92.6108016968,0,0,1.0,1.0
CDS,Childress Municipal Airport,medium_airport,Childress,US,34.4337997437,-100.288002014,0,0,1.0,1.0
CEF,Westover Metropolitan Airport / Westover Air Reserve Base,medium_airport,Chicopee,US,42.194,-72.534798,0,0,1.0,1.0
CEW,Bob Sikes Airport,medium_airport,Crestview,US,30.778799057,-86.522102356,0,0,1.0,1.0
CGF,Cuyahoga County Airport,medium_airport,Cleveland,US,41.5651016235,-81.4863967896,0,0,1.0,1.0
CNU,Chanute Martin Johnson Airport,medium_airport,Chanute,US,37.668173,-95.486727,0,0,1.0,1.0
COE,Coeur D'Alene Airport - Pappy Boyington Field,medium_airport,Coeur d'Alene,US,47.7743,-116.82,0,0,1.0,1.0
COF,Patrick Space Force Base,medium_airport,Cocoa Beach,US,28.2349,-80.6101,0,0,1.0,1.0
CON,Concord Municipal Airport,medium_airport,Concord,US,43.20270157,-71.50229645,0,0,1.0,1.0
CRE,Grand Strand Airport,medium_airport,North Myrtle Beach,US,33.8116989136,-78.72389984130001,0,0,1.0,1.0
CRG,Jacksonville Executive at Craig Airport,medium_airport,Jacksonville,US,30.3362998962,-81.51439666750001,0,0,1.0,1.0
CSV,Crossville Memorial Airport Whitson Field,medium_airport,Crossville,US,35.95131,-85.08499,0,0,1.0,1.0
CTB,Cut Bank International Airport,medium_airport,Cut Bank,US,48.608657,-112.378183,0,0,1.0,1.0
CUB,Jim Hamilton L.B. Owens Airport,medium_airport,Columbia,US,33.970500946,-80.9952011108,0,0,1.0,1.0
CVN,Clovis Municipal Airport,medium_airport,Clovis,US,34.426594,-103.078794,0,0,1.0,1.0
CVO,Corvallis Municipal Airport,medium_airport,Corvallis,US,44.49720001,-123.2900009,0,0,1.0,1.0
CVS,Cannon Air Force Base,medium_airport,Clovis,US,34.382801,-103.321999,0,0,1.0,1.0
CXO,Conroe-North Houston Regional Airport,medium_airport,Houston,US,30.351801,-95.414497,0,0,1.0,1.0
CSN,Carson Airport,medium_airport,Carson City,US,39.194331,-119.734312,0,0,1.0,1.0
DAA,Davison Army Air Field,medium_airport,Fort Belvoir,US,38.715000152600005,-77.1809997559,0,0,1.0,1.0
DAG,Barstow Daggett Airport,medium_airport,Daggett,US,34.85369873,-116.7870026,0,0,1.0,1.0
DAN,Danville Regional Airport,medium_airport,Danville,US,36.572899,-79.336098,0,0,1.0,1.0
DET,Coleman A. Young Municipal Airport,medium_airport,Detroit,US,42.40919876,-83.00990295,0,0,1.0,1.0
DHT,Dalhart Municipal Airport,medium_airport,Dalhart,US,36.0225982666,-102.54699707,0,0,1.0,1.0
DLF,Laughlin Air Force Base,medium_airport,Del Rio,US,29.359501,-100.778002,0,0,1.0,1.0
DLS,Columbia Gorge Regional Airport,medium_airport,Dallesport / The Dalles,US,45.620979,-121.170777,0,0,1.0,1.0
DMA,Davis Monthan Air Force Base,medium_airport,Tucson,US,32.1665000916,-110.883003235,0,0,1.0,1.0
DMN,Deming Municipal Airport,medium_airport,Deming,US,32.262298584,-107.721000671,0,0,1.0,1.0
DNL,Daniel Field,medium_airport,Augusta,US,33.4664993286,-82.0393981934,0,0,1.0,1.0
DOV,Dover Civil Air Terminal/Dover Air Force Base,medium_airport,Dover,US,39.129501,-75.466003,0,0,1.0,1.0
DPA,Dupage Airport,medium_airport,Chicago/West Chicago,US,41.90779877,-88.24859619,0,0,1.0,1.0
DRA,Desert Rock Airport,medium_airport,Mercury,US,36.6194,-116.032997,0,0,1.0,1.0
DRI,Beauregard Regional Airport,medium_airport,DeRidder,US,30.831699,-93.339897,0,0,1.0,1.0
DRT,Del Rio International Airport,medium_airport,Del Rio,US,29.3742008209,-100.927001953,0,0,1.0,1.0
DSI,Destin Executive Airport,medium_airport,Destin,US,30.400101,-86.471497,0,0,1.0,1.0
DUA,Durant Regional Airport - Eaker Field,medium_airport,Durant,US,33.939675,-96.395072,0,0,1.0,1.0
DUG,Bisbee Douglas International Airport,medium_airport,Douglas Bisbee,US,31.464139,-109.60456,0,0,1.0,1.0
DVL,Devils Lake Regional Airport,medium_airport,Devils Lake,US,48.115454,-98.908796,0,0,1.0,1.0
DXR,Danbury Municipal Airport,medium_airport,Danbury,US,41.371656,-73.482227,0,0,1.0,1.0
DYS,Dyess Air Force Base,medium_airport,Abilene,US,32.420799,-99.854599,0,0,1.0,1.0
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,medium_airport,Elizabeth City,US,36.260601,-76.174599,0,0,1.0,1.0
EDW,Edwards Air Force Base,medium_airport,Edwards,US,34.910781,-117.886391,0,0,1.0,1.0
EED,Needles Airport,medium_airport,Needles,US,34.7663002014,-114.623001099,0,0,1.0,1.0
EEN,Dillant Hopkins Airport,medium_airport,Keene,US,42.898399,-72.270798,0,0,1.0,1.0
EFD,Ellington Airport,medium_airport,Houston,US,29.6072998047,-95.1587982178,0,0,1.0,1.0
EGI,Duke Field,medium_airport,Crestview,US,30.65040016,-86.52290344,0,0,1.0,1.0
EKA,Murray Field,medium_airport,Eureka,US,40.803398,-124.112999,0,0,1.0,1.0
EKN,Elkins-Randolph County Regional Airport,medium_airport,Elkins,US,38.889759,-79.857651,0,0,1.0,1.0
LYU,Ely Municipal Airport,medium_airport,Ely,US,47.82450104,-91.83070374,0,0,1.0,1.0
ELY,Ely Airport Yelland Field,medium_airport,Ely,US,39.29970169,-114.8420029,0,0,1.0,1.0
END,Vance Air Force Base,medium_airport,Enid,US,36.339199,-97.916496,0,0,1.0,1.0
ENV,Wendover Airport,medium_airport,Wendover,US,40.7187004089,-114.03099823,0,0,1.0,1.0
ENW,Kenosha Regional Airport,medium_airport,Kenosha,US,42.59569931,-87.92780304,0,0,1.0,1.0
ESF,Esler Army Airfield / Esler Regional Airport,medium_airport,Alexandria,US,31.394266,-92.294082,0,0,1.0,1.0
EVW,Evanston-Uinta County Airport-Burns Field,medium_airport,Evanston,US,41.27479935,-111.0350037,0,0,1.0,1.0
FAF,Felker Army Air Field,medium_airport,Newport News (Fort Eustis),US,37.1325,-76.608803,0,0,1.0,1.0
FBG,Simmons Army Air Field,medium_airport,Fort Bragg,US,35.13180161,-78.93669891,0,0,1.0,1.0
FCS,Butts AAF (Fort Carson) Air Field,medium_airport,Fort Carson,US,38.67839813,-104.7570038,0,0,1.0,1.0
FDY,Findlay Airport,medium_airport,Findlay,US,41.0135002136,-83.66870117190001,0,0,1.0,1.0
FFO,Wright-Patterson Air Force Base,medium_airport,Dayton,US,39.826099,-84.048302,0,0,1.0,1.0
FHU,Sierra Vista Municipal Airport / Libby Army Air Field,medium_airport,Fort Huachuca / Sierra Vista,US,31.587383,-110.348225,0,0,1.0,1.0
FME,Fort Meade Executive Airport,medium_airport,Fort Meade(Odenton),US,39.0854,-76.759399,0,0,1.0,1.0
FMY,Page Field,medium_airport,Fort Myers,US,26.58659935,-81.86329650879999,0,0,1.0,1.0
FNL,Northern Colorado Regional Airport,medium_airport,Loveland,US,40.44969,-105.011272,0,0,1.0,1.0
FOD,Fort Dodge Regional Airport,medium_airport,Fort Dodge,US,42.552624,-94.191237,0,0,1.0,1.0
FPR,Treasure Coast International Airport,medium_airport,Fort Pierce,US,27.4951,-80.368301,0,0,1.0,1.0
FRG,Republic Airport,medium_airport,East Farmingdale,US,40.728576,-73.414267,0,0,1.0,1.0
FRI,Marshall Army Air Field,medium_airport,Fort Riley (Junction City),US,39.053021,-96.764202,0,0,1.0,1.0
FSI,Henry Post Army Air Field,medium_airport,Fort Sill,US,34.649799,-98.402199,0,0,1.0,1.0
FST,Fort Stockton Pecos County Airport,medium_airport,Fort Stockton,US,30.9157009125,-102.916000366,0,0,1.0,1.0
FTK,Godman Army Air Field,medium_airport,Fort Knox,US,37.9071006775,-85.9720993042,0,0,1.0,1.0
FTW,Fort Worth Meacham International Airport,medium_airport,Fort Worth,US,32.819919,-97.360818,0,0,1.0,1.0
FTY,Fulton County Airport Brown Field,medium_airport,Atlanta,US,33.7790985107,-84.5214004517,0,0,1.0,1.0
FXE,Fort Lauderdale Executive Airport,medium_airport,Fort Lauderdale,US,26.1972999573,-80.1707000732,0,0,1.0,1.0
FYV,Drake Field,medium_airport,Fayetteville,US,36.00510025024414,-94.17009735107422,0,0,1.0,1.0
GFL,Floyd Bennett Memorial Airport,medium_airport,Glens Falls,US,43.3412017822,-73.6102981567,0,0,1.0,1.0
GLD,Goodland Municipal Airport,medium_airport,Goodland,US,39.370701,-101.699753,0,0,1.0,1.0
GLS,Scholes International At Galveston Airport,medium_airport,Galveston,US,29.265301,-94.860397,0,0,1.0,1.0
GMU,Greenville Downtown Airport,medium_airport,Greenville,US,34.847903,-82.350217,0,0,1.0,1.0
GON,Groton New London Airport,medium_airport,Groton,US,41.330101,-72.045097,0,0,1.0,1.0
GRF,Gray Army Air Field,medium_airport,Fort Lewis/Tacoma,US,47.07920074,-122.5810013,0,0,1.0,1.0
GSB,Seymour Johnson Air Force Base,medium_airport,Goldsboro,US,35.339401,-77.960602,0,0,1.0,1.0
GUP,Gallup Municipal Airport,medium_airport,Gallup,US,35.511653,-108.788166,0,0,1.0,1.0
GUS,Grissom Air Reserve Base,medium_airport,Peru,US,40.648102,-86.1521,0,0,1.0,1.0
GUY,Guymon Municipal Airport,medium_airport,Guymon,US,36.6851005554,-101.508003235,0,0,1.0,1.0
GWO,Greenwood–Leflore Airport,medium_airport,Greenwood,US,33.495025,-90.088204,0,0,1.0,1.0
PNX,North Texas Regional Airport Perrin Field,medium_airport,Denison,US,33.7141,-96.673698,0,0,1.0,1.0
GYY,Gary Chicago International Airport,medium_airport,Gary,US,41.617087,-87.413206,0,0,1.0,1.0
HBG,Hattiesburg Bobby L Chain Municipal Airport,medium_airport,Hattiesburg,US,31.26479912,-89.25279999,0,0,1.0,1.0
